Actual_RUL,Predicted_RUL,Error
113,114.539505,-1.5395050048828125
112,112.07912,-0.0791168212890625
117,93.006226,23.9937744140625
116,93.56896,22.43103790283203
115,90.85986,24.14013671875
114,89.17281,24.827186584472656
113,96.45889,16.541107177734375
112,101.03627,10.963729858398438
111,107.07027,3.9297332763671875
110,107.656586,2.343414306640625
109,107.06563,1.9343719482421875
108,105.14031,2.8596878051757812
107,103.505356,3.4946441650390625
106,103.01482,2.9851837158203125
105,100.08981,4.910186767578125
104,100.05055,3.9494476318359375
103,96.56557,6.4344329833984375
102,96.11157,5.888427734375
101,97.463455,3.5365447998046875
100,105.025536,-5.025535583496094
99,107.56416,-8.564163208007812
98,109.02481,-11.024810791015625
125,88.013214,36.986785888671875
125,84.344864,40.65513610839844
125,83.25299,41.74700927734375
125,80.929756,44.07024383544922
125,73.530075,51.46992492675781
125,67.955795,57.04420471191406
125,71.866295,53.133705139160156
125,77.51362,47.48638153076172
125,81.376915,43.623085021972656
125,82.3589,42.64109802246094
125,86.922935,38.077064514160156
125,90.05322,34.94677734375
125,91.09715,33.90284729003906
125,92.97043,32.029571533203125
125,95.40744,29.592559814453125
125,93.94647,31.05352783203125
125,99.135574,25.864425659179688
125,101.494514,23.50548553466797
125,104.78993,20.210067749023438
125,107.5233,17.476699829101562
125,108.326996,16.673004150390625
125,108.34805,16.651947021484375
125,107.44325,17.556747436523438
125,108.47409,16.525909423828125
125,111.89261,13.107391357421875
125,110.71446,14.285537719726562
125,114.154884,10.845115661621094
125,116.414185,8.5858154296875
125,116.85387,8.146133422851562
125,115.84093,9.159072875976562
125,112.66319,12.336807250976562
125,110.24945,14.75054931640625
125,110.749695,14.25030517578125
125,105.40512,19.594879150390625
125,102.60306,22.396942138671875
125,103.74297,21.25702667236328
125,100.97004,24.02996063232422
125,105.942955,19.057044982910156
125,107.092804,17.907196044921875
125,105.966545,19.03345489501953
125,104.61403,20.385971069335938
124,104.4233,19.576698303222656
123,103.16975,19.83025360107422
122,104.12316,17.87683868408203
121,102.354904,18.645095825195312
120,98.04797,21.9520263671875
119,99.36383,19.63616943359375
118,96.87679,21.123207092285156
117,97.54641,19.453590393066406
116,97.45543,18.544570922851562
115,95.548515,19.45148468017578
114,100.73634,13.263656616210938
113,107.86295,5.137046813964844
112,109.338936,2.6610641479492188
111,109.92745,1.0725479125976562
110,109.659645,0.34035491943359375
109,106.9837,2.01629638671875
108,100.61001,7.389991760253906
107,92.87486,14.125137329101562
106,88.08414,17.915863037109375
105,82.85625,22.143753051757812
104,85.6763,18.323699951171875
103,90.26367,12.736328125
102,87.08703,14.912971496582031
101,88.36507,12.634933471679688
100,82.1512,17.848800659179688
99,84.65169,14.348312377929688
98,89.167175,8.83282470703125
97,87.92185,9.078147888183594
96,86.67372,9.326278686523438
95,88.837074,6.162925720214844
94,91.94185,2.0581512451171875
93,88.573166,4.4268341064453125
92,85.90686,6.0931396484375
91,81.96236,9.037643432617188
90,75.18783,14.812171936035156
89,73.77081,15.22918701171875
88,75.921036,12.078964233398438
87,80.91472,6.0852813720703125
86,81.795425,4.2045745849609375
85,89.03618,-4.0361785888671875
84,92.8729,-8.872901916503906
83,92.77428,-9.774276733398438
82,90.162415,-8.16241455078125
81,85.1278,-4.127799987792969
80,81.305695,-1.305694580078125
79,77.06133,1.9386672973632812
78,71.612885,6.387115478515625
77,66.50046,10.499542236328125
76,65.27016,10.729843139648438
75,62.93952,12.060478210449219
74,63.039223,10.960777282714844
73,60.23999,12.760009765625
72,57.066113,14.933887481689453
71,53.542816,17.457183837890625
70,49.15194,20.848060607910156
69,48.14102,20.858978271484375
125,114.705185,10.294815063476562
125,114.88245,10.1175537109375
125,113.71892,11.281082153320312
125,113.27586,11.724136352539062
125,111.94129,13.058708190917969
125,111.60879,13.391212463378906
125,112.79926,12.200736999511719
125,113.524055,11.475944519042969
125,112.42883,12.5711669921875
125,112.13283,12.867172241210938
125,112.97818,12.021820068359375
125,113.308044,11.69195556640625
125,113.62211,11.377891540527344
125,113.647865,11.352134704589844
125,112.47073,12.529266357421875
125,109.35838,15.641616821289062
125,103.605415,21.39458465576172
125,94.48903,30.510971069335938
125,96.373024,28.626976013183594
125,94.27106,30.72894287109375
125,94.5766,30.42340087890625
125,96.113464,28.88653564453125
125,100.16348,24.836517333984375
125,96.938484,28.06151580810547
125,98.72159,26.278411865234375
125,101.66237,23.337631225585938
125,100.81056,24.189437866210938
125,105.87812,19.12187957763672
125,105.27302,19.72698211669922
125,102.8307,22.169296264648438
125,99.93209,25.067909240722656
125,101.27957,23.720428466796875
125,99.60478,25.395217895507812
125,102.9157,22.08429718017578
124,103.503746,20.496253967285156
123,99.97245,23.027549743652344
122,103.19286,18.80713653564453
121,102.33709,18.66291046142578
120,102.68135,17.318649291992188
119,106.06946,12.9305419921875
118,104.970604,13.029396057128906
117,104.52711,12.472892761230469
116,104.83237,11.167633056640625
115,97.96721,17.032791137695312
114,90.374374,23.625625610351562
113,81.907455,31.092544555664062
112,71.49193,40.50807189941406
111,64.885956,46.114044189453125
110,68.200516,41.79948425292969
109,73.84396,35.156036376953125
108,72.07875,35.92124938964844
107,68.249725,38.750274658203125
106,73.33173,32.66826629638672
105,72.76941,32.2305908203125
104,79.55812,24.441879272460938
103,80.299034,22.700965881347656
102,85.02777,16.97222900390625
101,84.42048,16.57952117919922
100,82.961365,17.03863525390625
99,87.43084,11.569160461425781
98,92.024124,5.9758758544921875
97,98.10213,-1.1021270751953125
96,101.01915,-5.0191497802734375
95,103.44928,-8.44927978515625
94,104.899765,-10.899765014648438
93,100.20071,-7.200706481933594
92,102.17276,-10.172760009765625
91,107.67865,-16.67864990234375
90,108.81054,-18.81053924560547
89,107.6727,-18.672698974609375
88,105.84367,-17.843673706054688
87,101.71921,-14.719207763671875
86,95.36597,-9.365966796875
85,88.00738,-3.0073776245117188
84,83.56093,0.4390716552734375
83,79.64277,3.3572311401367188
82,71.80171,10.198287963867188
125,112.76668,12.233322143554688
125,115.8925,9.107498168945312
125,116.76598,8.234016418457031
125,118.16482,6.835182189941406
125,120.72197,4.2780303955078125
125,121.63731,3.3626937866210938
125,121.13514,3.8648605346679688
125,118.11188,6.88812255859375
125,114.1508,10.849197387695312
125,108.75388,16.246116638183594
125,96.38581,28.61418914794922
125,90.483765,34.5162353515625
125,87.77852,37.22148132324219
125,79.71415,45.285850524902344
125,69.78346,55.21653747558594
125,66.12131,58.878692626953125
125,72.26573,52.73426818847656
125,75.37504,49.624961853027344
125,75.70588,49.29412078857422
125,76.83705,48.16294860839844
125,77.88313,47.11686706542969
125,82.67343,42.326568603515625
125,84.97165,40.028350830078125
125,83.823105,41.17689514160156
125,91.88786,33.11213684082031
125,94.75067,30.24932861328125
125,96.81383,28.186172485351562
125,101.50783,23.492172241210938
125,101.7043,23.295700073242188
125,102.49997,22.500030517578125
125,103.664444,21.335556030273438
125,109.418,15.582000732421875
125,111.96149,13.03851318359375
125,112.29669,12.70330810546875
125,113.528564,11.471435546875
124,113.96622,10.033782958984375
123,115.855255,7.144744873046875
122,114.93831,7.0616912841796875
121,115.76277,5.2372283935546875
120,113.8062,6.1938018798828125
119,109.72946,9.270538330078125
118,103.27251,14.727493286132812
117,93.85615,23.14385223388672
116,95.44911,20.550888061523438
115,87.477036,27.522964477539062
114,88.7794,25.220596313476562
113,84.19872,28.80127716064453
112,80.099625,31.900375366210938
111,80.29196,30.708038330078125
110,82.34274,27.657257080078125
109,86.32602,22.673980712890625
108,87.52263,20.477371215820312
107,93.97818,13.021820068359375
106,94.52507,11.474929809570312
105,94.02675,10.973251342773438
104,86.6838,17.316200256347656
103,95.86866,7.131340026855469
102,99.99924,2.000762939453125
101,96.15108,4.8489227294921875
100,94.04472,5.9552764892578125
99,92.0049,6.9951019287109375
98,91.02243,6.977569580078125
97,86.493065,10.506935119628906
96,85.93118,10.068817138671875
95,80.97639,14.023612976074219
94,87.49164,6.50836181640625
93,85.72373,7.276268005371094
92,89.188675,2.8113250732421875
91,91.21028,-0.2102813720703125
125,105.19812,19.8018798828125
125,104.854294,20.145706176757812
125,99.40959,25.590408325195312
125,97.505356,27.494644165039062
125,98.1373,26.862701416015625
125,101.552086,23.447914123535156
125,104.40158,20.598419189453125
125,105.220795,19.779205322265625
125,109.76385,15.236152648925781
125,114.39906,10.600936889648438
125,116.73808,8.261917114257812
125,116.796555,8.203445434570312
125,114.692535,10.307464599609375
125,114.22554,10.774459838867188
125,110.76071,14.239288330078125
125,104.12038,20.879623413085938
125,99.33958,25.660423278808594
125,102.79948,22.200523376464844
125,110.31909,14.680908203125
125,112.87728,12.122718811035156
125,112.21968,12.780319213867188
125,112.97432,12.025680541992188
125,113.83429,11.16571044921875
125,114.59901,10.400993347167969
125,115.11937,9.880630493164062
125,113.66144,11.33856201171875
125,115.94092,9.05908203125
125,112.67054,12.329460144042969
125,114.51793,10.482070922851562
125,117.39667,7.60333251953125
125,115.91522,9.08477783203125
125,113.27997,11.72003173828125
125,106.35302,18.64698028564453
125,97.357666,27.642333984375
125,94.14465,30.8553466796875
125,88.44765,36.55235290527344
125,87.05181,37.94818878173828
125,89.268105,35.731895446777344
125,94.45337,30.546630859375
125,98.2778,26.722198486328125
125,96.837616,28.162384033203125
125,100.91238,24.087623596191406
125,100.41591,24.584091186523438
125,98.60415,26.395851135253906
124,92.8307,31.169296264648438
123,92.69923,30.30077362060547
122,97.32386,24.67613983154297
121,99.777534,21.22246551513672
120,102.07843,17.92156982421875
119,104.40133,14.598670959472656
118,103.40332,14.5966796875
117,104.89366,12.106338500976562
116,103.210365,12.789634704589844
115,101.39569,13.60430908203125
114,104.53405,9.465950012207031
113,102.61206,10.387939453125
112,102.96162,9.038383483886719
111,99.7127,11.287300109863281
110,110.80307,-0.803070068359375
109,112.067986,-3.0679855346679688
108,112.70444,-4.704437255859375
107,111.64688,-4.646881103515625
106,106.53288,-0.5328826904296875
105,108.138016,-3.1380157470703125
104,106.20152,-2.2015228271484375
103,104.24661,-1.246612548828125
102,103.27801,-1.2780075073242188
101,99.66825,1.3317489624023438
100,98.925156,1.0748443603515625
99,98.38669,0.613311767578125
98,98.832664,-0.8326644897460938
97,95.235565,1.764434814453125
96,88.542534,7.457466125488281
95,90.13513,4.8648681640625
94,89.70034,4.299659729003906
93,93.52396,-0.523956298828125
125,122.90882,2.0911788940429688
125,122.377914,2.6220855712890625
125,122.69207,2.3079299926757812
125,123.20851,1.7914886474609375
125,123.22476,1.775238037109375
125,122.86351,2.1364898681640625
125,121.87321,3.1267929077148438
125,121.160446,3.8395538330078125
125,120.691795,4.308204650878906
125,120.38217,4.617828369140625
125,120.09032,4.9096832275390625
125,119.695984,5.30401611328125
125,119.15549,5.844512939453125
125,118.58118,6.4188232421875
125,117.54433,7.4556732177734375
125,117.577805,7.4221954345703125
125,118.58444,6.415557861328125
125,118.39761,6.602386474609375
125,118.55069,6.449310302734375
125,118.707596,6.2924041748046875
125,118.14776,6.852241516113281
125,119.239716,5.760284423828125
125,120.80182,4.19818115234375
125,120.9707,4.029296875
125,121.637665,3.362335205078125
125,122.14967,2.8503265380859375
125,121.91326,3.0867385864257812
125,122.515366,2.4846343994140625
125,122.4545,2.545501708984375
125,122.537155,2.4628448486328125
125,122.52612,2.473876953125
125,122.825775,2.174224853515625
125,123.286995,1.7130050659179688
125,123.82901,1.170989990234375
125,124.00462,0.9953765869140625
125,123.768555,1.2314453125
125,123.40836,1.5916366577148438
125,122.96431,2.0356903076171875
125,122.89271,2.1072921752929688
125,122.84767,2.1523284912109375
125,123.31608,1.6839218139648438
125,123.03669,1.9633102416992188
125,122.97924,2.0207595825195312
125,122.30764,2.6923599243164062
125,121.49074,3.5092620849609375
125,120.85547,4.14453125
125,120.67796,4.3220367431640625
125,119.373566,5.626434326171875
125,118.87395,6.1260528564453125
125,118.430565,6.569435119628906
125,117.85373,7.146270751953125
125,118.04576,6.9542388916015625
125,118.27575,6.724250793457031
125,117.392235,7.607765197753906
125,117.59596,7.4040374755859375
125,118.01921,6.9807891845703125
125,118.36653,6.6334686279296875
125,118.18591,6.8140869140625
125,117.35494,7.645057678222656
125,116.52186,8.478141784667969
125,115.335304,9.664695739746094
125,114.92921,10.070793151855469
125,115.89118,9.108818054199219
125,116.57605,8.4239501953125
125,116.38153,8.61846923828125
125,117.3797,7.62030029296875
125,117.87765,7.122352600097656
125,118.38267,6.617332458496094
125,117.88986,7.110137939453125
125,117.451294,7.5487060546875
125,118.54617,6.453826904296875
125,118.03194,6.9680633544921875
125,119.15376,5.8462371826171875
125,117.57902,7.420982360839844
125,117.54762,7.4523773193359375
125,117.4648,7.5352020263671875
125,118.471504,6.528495788574219
125,117.98154,7.018463134765625
125,118.94357,6.056427001953125
125,119.97613,5.023872375488281
125,120.37062,4.6293792724609375
125,118.83731,6.162689208984375
125,118.38883,6.611167907714844
125,116.20884,8.791160583496094
125,114.6173,10.382698059082031
125,114.59715,10.402847290039062
125,114.98341,10.016586303710938
125,113.71163,11.288368225097656
125,113.22043,11.779571533203125
125,109.82721,15.17279052734375
125,107.62874,17.371261596679688
125,107.6871,17.312896728515625
125,109.41106,15.588943481445312
125,109.76149,15.238510131835938
125,111.579025,13.420974731445312
125,113.60929,11.390708923339844
125,114.794586,10.205413818359375
124,113.1411,10.858901977539062
123,112.124725,10.875274658203125
122,112.2574,9.742599487304688
121,112.902885,8.097114562988281
120,113.80258,6.197418212890625
119,113.790955,5.20904541015625
118,112.90955,5.090446472167969
117,114.43063,2.569366455078125
116,117.34895,-1.3489532470703125
115,119.488174,-4.4881744384765625
114,119.44626,-5.446258544921875
113,119.2583,-6.25830078125
112,120.58726,-8.587257385253906
111,121.220764,-10.22076416015625
110,119.58026,-9.58026123046875
109,117.60814,-8.608139038085938
108,112.8057,-4.805702209472656
107,108.94416,-1.9441604614257812
106,104.96428,1.0357208251953125
105,105.29077,-0.290771484375
104,103.38786,0.6121368408203125
103,98.68191,4.318092346191406
102,96.02623,5.9737701416015625
101,96.200516,4.7994842529296875
100,102.30548,-2.30548095703125
99,103.96187,-4.9618682861328125
98,105.67323,-7.6732330322265625
97,106.60367,-9.603668212890625
96,106.38903,-10.389030456542969
95,104.586685,-9.586685180664062
94,105.87724,-11.877243041992188
93,107.38451,-14.384506225585938
92,110.95862,-18.9586181640625
91,110.36943,-19.369430541992188
125,119.81383,5.1861724853515625
125,118.50824,6.49176025390625
125,117.05636,7.943641662597656
125,114.723114,10.276885986328125
125,113.76026,11.239738464355469
125,115.32662,9.673377990722656
125,114.087616,10.912384033203125
125,114.93386,10.066139221191406
125,114.95307,10.046928405761719
125,117.66423,7.3357696533203125
125,117.59902,7.400978088378906
125,118.49805,6.501953125
125,119.06723,5.932769775390625
125,119.135025,5.8649749755859375
125,116.97167,8.028327941894531
125,116.61306,8.386940002441406
125,117.715904,7.284095764160156
125,116.03709,8.962913513183594
125,114.00789,10.992111206054688
125,116.24577,8.754226684570312
125,116.0652,8.934799194335938
125,117.28247,7.717529296875
125,116.6494,8.350601196289062
125,114.77333,10.226669311523438
125,111.54572,13.454277038574219
125,106.53804,18.461959838867188
125,100.53824,24.461761474609375
125,97.49043,27.509567260742188
125,102.90943,22.09056854248047
125,102.28281,22.717193603515625
125,99.09468,25.905319213867188
125,93.495865,31.504135131835938
125,91.74072,33.25927734375
125,90.51425,34.485748291015625
125,95.42915,29.570846557617188
125,97.31783,27.682167053222656
125,97.8601,27.13990020751953
125,103.37154,21.628463745117188
125,107.58911,17.410888671875
125,107.989975,17.010025024414062
125,108.6145,16.385498046875
125,110.72453,14.275466918945312
125,113.21403,11.785972595214844
125,109.83176,15.168243408203125
125,110.54176,14.458236694335938
125,112.16666,12.833343505859375
125,112.67914,12.32086181640625
125,114.95788,10.042121887207031
125,118.50716,6.4928436279296875
125,120.62711,4.372886657714844
125,120.09718,4.9028167724609375
125,121.21381,3.7861862182617188
125,119.33496,5.6650390625
125,117.82539,7.1746063232421875
125,114.666405,10.333595275878906
125,112.28091,12.719093322753906
125,105.76669,19.233306884765625
125,101.02437,23.975631713867188
125,96.93853,28.06147003173828
125,100.56085,24.43914794921875
125,101.071556,23.928443908691406
125,102.07874,22.92125701904297
125,102.43514,22.564857482910156
125,101.78939,23.210609436035156
125,104.19378,20.80622100830078
125,103.31842,21.68157958984375
125,102.73091,22.269088745117188
125,102.60654,22.393463134765625
125,103.64444,21.355560302734375
125,100.08108,24.918922424316406
125,94.67478,30.325218200683594
125,91.152435,33.847564697265625
125,91.71207,33.287933349609375
125,92.65015,32.349853515625
125,94.90572,30.094276428222656
125,95.15053,29.849472045898438
125,97.408905,27.591094970703125
125,106.455864,18.54413604736328
125,109.74539,15.254608154296875
125,108.64809,16.351913452148438
125,111.06789,13.932113647460938
125,108.36354,16.636459350585938
125,105.438995,19.561004638671875
125,101.13035,23.869651794433594
125,94.42097,30.57903289794922
125,90.48018,34.51982116699219
125,83.47014,41.52986145019531
125,82.55362,42.446380615234375
125,88.2185,36.78150177001953
125,100.55769,24.442306518554688
125,101.055786,23.9442138671875
125,110.09935,14.900650024414062
125,112.477615,12.522384643554688
125,113.85463,11.145370483398438
125,114.162575,10.837425231933594
125,114.6423,10.357696533203125
125,114.98982,10.010177612304688
125,114.842026,10.157974243164062
125,114.845856,10.154144287109375
125,113.5612,11.438796997070312
125,110.43523,14.564773559570312
125,106.905396,18.0946044921875
125,104.41879,20.581207275390625
125,106.11933,18.88066864013672
125,104.866516,20.13348388671875
125,104.31296,20.687042236328125
125,105.94676,19.053237915039062
124,104.31755,19.682449340820312
123,102.99125,20.008750915527344
122,97.95958,24.040420532226562
121,99.271286,21.728713989257812
120,92.72402,27.275978088378906
119,91.17085,27.829147338867188
118,87.9841,30.015899658203125
117,86.93886,30.061141967773438
116,81.03203,34.96797180175781
115,74.39419,40.605812072753906
114,77.4701,36.52989959716797
113,92.97443,20.02557373046875
112,95.33856,16.66143798828125
111,100.2784,10.721603393554688
110,104.02539,5.974609375
109,102.35214,6.647857666015625
108,100.89411,7.105888366699219
107,100.94481,6.0551910400390625
106,100.37276,5.6272430419921875
105,101.73369,3.2663116455078125
104,98.44508,5.5549163818359375
103,93.65888,9.341117858886719
102,87.19736,14.802642822265625
101,81.18854,19.81146240234375
100,82.49293,17.50707244873047
99,85.17143,13.828567504882812
98,85.79082,12.209182739257812
97,88.40189,8.598106384277344
96,88.57498,7.425018310546875
95,83.28994,11.710060119628906
125,116.958954,8.041046142578125
125,112.55107,12.448928833007812
125,108.16203,16.837966918945312
125,105.978065,19.021934509277344
125,105.50621,19.493789672851562
125,99.59058,25.40941619873047
125,100.73816,24.2618408203125
125,106.78067,18.219329833984375
125,109.16913,15.83087158203125
125,114.295135,10.704864501953125
125,115.14351,9.856491088867188
125,114.929,10.070999145507812
124,113.80876,10.191238403320312
123,108.06116,14.9388427734375
122,100.855896,21.14410400390625
121,98.545105,22.45489501953125
120,98.46968,21.530319213867188
119,96.82234,22.177658081054688
118,97.04071,20.95928955078125
117,100.51196,16.488037109375
116,104.50509,11.494911193847656
115,105.425705,9.574295043945312
114,107.49595,6.504051208496094
113,106.55527,6.444732666015625
112,111.936676,0.063323974609375
111,113.35194,-2.3519363403320312
125,119.98348,5.016517639160156
125,118.98962,6.010383605957031
125,118.65499,6.345008850097656
125,119.10073,5.899269104003906
125,118.42262,6.5773773193359375
125,117.93976,7.06024169921875
125,117.95275,7.047248840332031
125,117.9599,7.04010009765625
125,119.64026,5.3597412109375
125,119.65142,5.348579406738281
125,119.9747,5.025299072265625
125,119.11573,5.884269714355469
125,119.67417,5.325828552246094
125,119.902435,5.097564697265625
125,119.38454,5.6154632568359375
125,120.27933,4.720672607421875
125,120.33632,4.6636810302734375
125,120.409195,4.5908050537109375
125,120.95862,4.0413818359375
125,122.08725,2.912750244140625
125,121.59337,3.4066314697265625
125,120.734764,4.265235900878906
125,119.80344,5.196563720703125
125,118.9058,6.094200134277344
